id,company,feelings,tweet
6353,FIFA,Positive,"This was easily the best Fifa. First time with secondary divisions, off the ball control, free kick spin and placement. And an original soundtrack to vibe to. Unmatched. #fifa #EASPORTSFIFA #fifa2004 pic.twitter.com/LMzXeAgopr"
2219,CallOfDuty,Positive,this quarantine got me bored af playing call of duty anyone wanna call 🙈
4701,Google,Positive,"lol i was looking for something to listen to that was upbeat for 1998 and the first recommendation was my heart will go on, nice job google"
7587,LeagueOfLegends,Neutral,"‘League Of Legends’ K-pop group K/DA announces comeback single, 'The Baddest'
#entertainment #announces #baddest #comeback #entertainment #...
insidexpress.com/entertainment/…"
2653,Borderlands,Neutral,Shitting around | Borderlands 3 | Part 5.5 twitch.tv/slayer3000bot
5207,Hearthstone,Negative,Never popped the ice block #Hearthstone pic.twitter.com/BCsZlhJHPF
5130,GrandTheftAuto(GTA),Negative,Oh shit I got 1 day to finish this fuk
10585,RedDeadRedemption(RDR),Neutral,"RED DEAD REDEMPTION 2 
#RDOnline #RDR2
#DailyChallengers
by simba pic.twitter.com/OeBblXui9L"
7446,LeagueOfLegends,Negative,My League of Legends started having FPS spikes two days ago. Is this a sign I should stop playing?
6850,johnson&johnson,Neutral,A San Diego Superior Court judge ordered Johnson & Johnson to pay $343.99 million for hiding the dangers and risks of its surgical mesh product for women. on.nbc7.com/ZLL0BIq
4822,GrandTheftAuto(GTA),Positive,yeah and it’s fun
6258,FIFA,Positive,"FIFA 21 soars to the top of the charts this week, with 3.6 million players already in-game in the first 24 hours 🤯

Nintendo takes five spots in the top 10 and STAR WARS: SQUADRONS holds on to number 2 for the second week in a row bit.ly/3jMUwq2 https://t.co/bWi1uBMAwH"
4470,Google,Irrelevant,"This is my 143rd twitter account, I keep getting suspended. Pelosi ruined my life, I should be able to have a voice. If you dont know me, just google ""SnaggleTooth Salon""

I gave her bush an Afro. I may release the video.

RT & Please Follow, and I'm full of shit & begging again."
3801,Cyberpunk2077,Irrelevant,congrats to the team at @idSoftware  for winning game of the year
6750,Fortnite,Positive,"Rue it´s so beautiful😍❤️

#Fortnite #FortniteArt #FortniteSeason3 #digitalart #digitaldrawing pic.twitter.com/OrQuuDxMvJ"
2384,CallOfDuty,Neutral,Me and bae went paint-balling. I was on my call of duty shit pic.twitter.com/UHXbbuu7T4
10777,RedDeadRedemption(RDR),Neutral,"""Take a chance that love exists and do a loving act""- Red Dead Redemption 2 giving life advice in the middle of a pandemic"
7249,LeagueOfLegends,Negative,I've never been this tierd in my entire life #LeagueOfLegends #struggle pic.twitter.com/PvI9sX4c7W
5338,Hearthstone,Neutral,I talk way too much shit when playing Hearthstone Battlegrounds for someone that started a week and a half ago.
7382,LeagueOfLegends,Neutral,Check out my video! #LeagueofLegends | Captured by #Outplayed #2020alienwaregames pic.twitter.com/RiQQQ50YZF
9229,Overwatch,Negative,Never in my life have i ever fealt this fed up over a game that wasnt overwatch
9039,Nvidia,Irrelevant,"Apple is a no for me, they don’t innovate anymore"
6408,Fortnite,Irrelevant,"See I can get behind it when you explain ya self, controller is only broken when you have it with a PC that makes complete sense. Thank you ninja for actually explaining it and not being a fucking retard like everybody else"
8800,NBA2K,Negative,@NBA2K @2KSupport @LD2K @Beluba  can y’all please fix this !!! pic.twitter.com/yTZ3HA6Xtf
8970,Nvidia,Negative,My 2080 Super feels really inadequate now. #Nvidia
8431,NBA2K,Negative,@NBA2K game sucks... down by 2 with 38 seconds left and my team intentionally fouls
10334,PlayerUnknownsBattlegrounds(PUBG),Irrelevant,"I can't find confirmation anywhere but it looks like @fenix_app has quit muting keywords. If Talon can strip the imaginary sports from my timeline, I may need to switch.

Blaseball: like fandom + PUBG, but at least the mute filters worked for PUBG"
10601,RedDeadRedemption(RDR),Positive,The new Red Dead Redemption’s graphics look incredible!
795,ApexLegends,Neutral,mixer.com/SirDover357?ut… #Mixer #SmallStreamersConnect #ApexLegends #Ranked #Pathfinder
8371,Microsoft,Positive,"This official Microsoft Trailer of #microsoftflightsimulator is simply stunning. Wow! I have to upgrade my PC asap
youtube.com/watch?v=gKIBNs…"
10080,PlayerUnknownsBattlegrounds(PUBG),Negative,Failed pubg mobile youtu.be/Qz00Pth41sw via @YouTube
3683,Cyberpunk2077,Positive,Can't wait to get it on next gen console... :D #PlayStation5 #CDProjektRED #Cyberpunk2077
4371,CS-GO,Negative,"CSGO matchmaking is so full of closet hacking, it's a truly awful game."
3277,Facebook,Negative,"All my success in the past came from people that don't know a single thing about me. Time to go back to that audience.  I'm done with Facebook, not catering to that crowd anymore."
12806,Xbox(Xseries),Positive,Pretty cool to see the next gen games being announced and stuff. I’m more excited to see how the official #PS5 and #XboxSeriesX logos look on marketing graphs.
7664,MaddenNFL,Positive,"Still stuck on this madden.  Forgot i was streaming while working 😂😂😂@MoBeSoSlim  @MissFoxxybrown @yeynotgaming @Bink_GGAB @Refuse2HoldBack @good2be_ATaylor 

Im tryna play yard tho who down?"
2195,CallOfDuty,Irrelevant,Fuck my mates #CallOfDuty #ModernWarfare #CallOfDutyModernWarfare #PS4 #PS4share pic.twitter.com/rq7o2ruIAP
7780,MaddenNFL,Negative,@EAMaddenNFL  this game so trash pic.twitter.com/sCUc6dtHeB
1989,CallOfDutyBlackopsColdWar,Irrelevant,"“git gud 5head” -sniping community, probably"
2243,CallOfDuty,Irrelevant,"Sound ON! Enjoy the groove and this little montage I made in tribute to the Desert Eagle, the most powerful, badass, secondary weapon. Ever. #CallofDuty #ModernWarfare #Xbox @JoeCecot @ArtPeasant @Drift0r https://t.co/WookTjkBmZ"
1586,Battlefield,Neutral,This was a very messed up little duel #battlefieldclips #battlefieldmemes #bf #battlefield #battlefield4 #twitch #twitchstreamer #twitchaffiliate #twitchtv #twitchclips #twitchgamer #youtube #youtuber #youtubers… instagram.com/p/CDWTLDhjUmF/…
8408,NBA2K,Negative,2k games is never the same again 💔😭
1725,CallOfDutyBlackopsColdWar,Positive,I like the killstreaks
2751,Borderlands,Irrelevant,"Congratulations to Borderlands Research Institute for their recent grant in the amount of $80,000 from PCQC. BRI is dedicated to the study of Montezuma quail in the Trans-Pecos region in order to better understand its population projection. #quailhunting #quailconservation pic.twitter.com/JgjgyBt4U1"
6583,Fortnite,Negative,This skin didn’t age well... @LocalPolarBear
7726,MaddenNFL,Negative,@EAMaddenNFL is Madden NFL 21 still charging $60 to stuff ads for MUT down our throats? All I want to do is take #minshewmania to the #SuperBowl
10275,PlayerUnknownsBattlegrounds(PUBG),Negative,@PUBG_Support Hiya! So when'll u be fixing your f'n console game? Been asking a lot and have been very satisfied with your lack of responses ☺️ Just wondering if lagouts are a part of the game like red zones and I'm just not aware or if you just can't fix a 2 year + problem. Thx!
7782,MaddenNFL,Negative,@EAMaddenNFL servers down?
12946,Xbox(Xseries),Irrelevant,"#XSXFridgeSweeps The most powerful fridge in the world, is a beast!"
7689,MaddenNFL,Negative,bruh @EAMaddenNFL this h2h game’s been stuck on this screen for 5 minutes smh pic.twitter.com/rYslnyflFj
5888,HomeDepot,Neutral,instead of using suitcases for moving to uni and having to find a place to put them in buying boxes from home depot and then recycling them... i think i'm a genius
13195,Xbox(Xseries),Positive,Great starting price.
8518,NBA2K,Negative,@NBA2K @Ronnie2K HOW YA COMING???????? How i fix this bs ??? pic.twitter.com/j7j4jK5O2e
12565,WorldOfCraft,Neutral,I just earned the [Rare to Well Done] Achievement! #Warcraft
3764,Cyberpunk2077,Neutral,"Free Cyberpunk 2077 Stick Bug over here
youtu.be/rsHt9rTahgg
#Cyberpunk2077 #stickbug #cyberpunk https://t.co/GzMpgSpygq"
6472,Fortnite,Irrelevant,@Formula yo Alix or formula I am a big fan and it will mean a lot to be in a vid my fortnite username is FrEsH.Ed1ts pls add me
3084,Dota2,Neutral,Kings 💯🔥
9766,PlayStation5(PS5),Positive,the ps5 got fortnite? alr rip xbox
11529,TomClancysRainbowSix,Negative,@Rainbow6Game servers.... where they at????? Tired of getting disconnected from every single game. #RainbowSixSiege pic.twitter.com/2lS3iMC8Ki
7205,LeagueOfLegends,Neutral,@IISirPootnickII  computer having some issues may die at any point. Going to chance a steam anyway. Cant sign into steam so be playing some @LeagueOfLegends  while we keep trying to get on. twitch.tv/iisirpootnickii #LootGoblinGaming #LeagueOfLegends
4367,CS-GO,Irrelevant,"friendship ended with mibr
now furia is my best friend"
4734,Google,Irrelevant,"@MerlynJD Merlyn, See seriously quirky trio? “LOVE’S POST JOURNAL . . . TOO . . . TOO MUCH.” Rik Love writes his diary as a series of shorts after turning 80—at post time. Rik, his kin and friends are weird, goofy, totally odd characters. Google and enjoy! Riklove.com https://t.co/hE3730tcmH"
12480,WorldOfCraft,Neutral,zysola.blogspot.com/p/welcome.html… #zysola #tech #technews #techworld #technology #innovation World of Warcraft had been rated for Xbox Series X in Brazil The l
11214,TomClancysRainbowSix,Neutral,Shoutout to my brother @CoconutBrah for probably spending over 1000 hours in Custom games with me by now 😂  #RainbowSixSiege
5149,GrandTheftAuto(GTA),Neutral,Mori😻😻😻😻
2255,CallOfDuty,Positive,"Really enjoying the new 50bmg in #ModernWarfare , find it very satisfying hitting little clips like this (im not the best sniper but enjoy it) #CallofDuty

The Build I use is:
Dictator barrel
Tac laser
Tac-Wrap stock
Stippled grip
Sleight of hand https://t.co/xZbblCYUZI"
11248,TomClancysRainbowSix,Neutral,@Rainbow6Game @SpearheadBeer best combination for enjoying the Pro-leagues before I head to Montreal to see the finals live. pic.twitter.com/O5gX0vf2Gz
6019,FIFA,Negative,Switzerland opens criminal case against FIFA boss Infantino scooplive.org/switzerland-op…
8069,Microsoft,Positive,Bought a fraction of Microsoft today. Small wins.
4334,CS-GO,Neutral,Rip whole inventory on gamdom crash and stay skinless forever :)
8377,Microsoft,Irrelevant,Stupid little fucking baby children  are just full-grown adults copy-pasted in microsoft Paint and squeegee-ed down disproportionately but with the same lack of dancing skills at public weddings
531,ApexLegends,Neutral,"first game of the day,, eventhough my damage is,,,, embarrassing,.. #ApexLegends #Apexpc #gaming #APEX pic.twitter.com/YxtA8WMCtN"
712,ApexLegends,Negative,@PlayApex @GH057ayame figure this.... @Rainbow6Game is the most simple concept... but an amazing game and still thriving after YEARS of success. you know why? they only listen to the comp scene..... figure it out shit bags
10602,RedDeadRedemption(RDR),Neutral,Red Dead Redemption 2! Now live on twitch.tv/marcel_kiefer
12987,Xbox(Xseries),Positive,May is gonna be awesome 😍
1673,CallOfDutyBlackopsColdWar,Irrelevant,Definitely getting this 🔥
10906,TomClancysGhostRecon,Positive,the chopper shot is stunning 🔥
7366,LeagueOfLegends,Negative,"the implication that seraphine has witnessed jopping by superm and thus superm are officially part of league of legends lore,,, i cant do this anymore only in 2020 would something as absurd as fucking jopping make it into the carefully constructed lore of a billion dollar game"
5641,HomeDepot,Neutral,"Dow off 50 points at midday; P&G, Merck, Exxon, Chevron, Home Depot pace retreat on.mktw.net/2Xaf3Lg"
7829,MaddenNFL,Negative,One of the MANY reasons why Madden is a sorry ass game.
1760,CallOfDutyBlackopsColdWar,Irrelevant,"Another successful stream last night full of laughs & fun while counting down to @CallofDuty COLD WAR ALPHA!! HUGE thanks to all our new subscribers & everyone for the generous donations!! Back at it again this Sunday, don't miss out!! #CallOfDutyBlackOpsColdWar #BlackOpsColdWar pic.twitter.com/yxNVyvwPNl"
8805,Nvidia,Neutral,"just re-installed NVidia drivers using this guide if-not-true-then-false.com/2015/fedora-nv… and... no, @firefox is still laggy with @figma"
12831,Xbox(Xseries),Negative,@XboxP3 delay the Xbox Series X what’s the point now that Halo has been delayed.
7631,MaddenNFL,Negative,"GIVE @2K THE ABILITIES TO MAKE SIM FOOTBALL GAMES NOW! EFF THAT CONTRACT. @EAMaddenNFL Y'ALL HAVE SWINDLED US ENOUGH! @NFL TELL THEM TO GIVE IT UP, THEY DON'T DESERVE THE EXCLUSIVITY LICENSE ANYMORE!!!!!"
11877,Verizon,Neutral,"This comes as Facebook faces major criticism for its inaction over rampant hate and harassment on the platform.

#facebook #markzugerberg #unilever #honda #verizon #cocacola #levistrauss #globalbrands #facebookads #advertisement #advertising #instagram #instagramads #criticism pic.twitter.com/NX77j7ycB5"
11504,TomClancysRainbowSix,Positive,"Tom Clancy's Rainbow Six Siege is a great game to play with no negatives, welp i guess im back on the grind pic.twitter.com/0Wn3AreahG"
3204,Facebook,Neutral,"Donald Trump Jr. - China Lied, People Died: Inside China's Death Labs | Facebook facebook.com/DonaldJTrumpJr…"
9940,PlayStation5(PS5),Neutral,Watch The New PlayStation 5 Demon’s Souls Trailer myglnews.com/watch-the-new-…
7444,LeagueOfLegends,Irrelevant,League of Legends’ latest champion is a colorful pop star smartrobotics.com.ng/2020/10/13/lea…
2897,Dota2,Negative,dead game 😔
7463,LeagueOfLegends,Neutral,Check out my video! #LeagueofLegends | Captured by #Outplayed #2020alienwaregames pic.twitter.com/X6kqEW08hw
5532,Hearthstone,Positive,"Thanks for watching me play #Hearthstone tonight!

Thanks for getting into the giveaway! 

New earlier stream coming for the EU contingency! https://t.co/7vDZ9rIw6Z"
6164,FIFA,Irrelevant,"In L6 mi remember when the two man dem did a fight over a FIFA match.

To be honest it was more of a personal disrespect than the actual game.

BUT STILL."
115,Amazon,Negative,Plague of Corruption is #1 on Amazon and # 3 on The NY Times bestseller list. pic.twitter.com/mr2gbN43I9
6617,Fortnite,Negative,"Fortnite is bullying me, aren’t they?
I. NEED. HIM! pic.twitter.com/3q3yxUxkFY"
921,AssassinsCreed,Neutral,"Get ready for the weekend with our Special ⭐ Offers!

With Marvel Spider Man, Assassins Creed: Black Flag, Call of Duty: Infinite Warfare and many others this week!

Visit nzgameshop.com/special-offers to get a great deal! https://t.co/HqTRoEvpP2"
3617,Cyberpunk2077,Positive,Playing through the Witcher 3 again and the Novigrad's quests and the atmosphere make me even more excited for the @CyberpunkGame. Can't wait to get to the Night City.
7272,LeagueOfLegends,Negative,my dopamine receptors have been fucked by league of legends. i can no longer play a game unless it's competitive and it feels bad
10188,PlayerUnknownsBattlegrounds(PUBG),Positive,Congratulations guys finally PUBG UNBAN ho gye thnks @ZakaWaqar  thnks all pubg lover 🌹♥️😍
8174,Microsoft,Positive,#Indigo Urgent Care looks to Microsoft Teams and Microsoft’s Power Platform to help deliver quality care and world-class patient experience lnkd.in/eAzWmuB
9664,PlayStation5(PS5),Neutral,All these memes of man beggin there girls for Ps5’s are so pathetic 😂
6056,FIFA,Irrelevant,"The Nigeria national team has been ranked as the 29th best team in the World and 3rd in Africa in the latest FIFA World rankings. 🇳🇬🦅

It's the first time the team has made the top 30 since May 2013. @ Kano, Nigeria instagram.com/p/CFPZvTOn8Ab/…"
4697,Google,Irrelevant,"Google  your name + horror + aesthetic.
I don't exist enough so I had to use my middle name too😆🤓 pic.twitter.com/nkKXdSW8OR"
4554,Google,Negative,Why Google sucks: Google white-washes uniformed publics by categorizing bias
49,Amazon,Neutral,"I played this interesting quiz on Amazon - Try your luck for a chance to win exciting rewards amazon.in/game/share/gVU… 
#QuizTimeMorningsWithAmazon"
9029,Nvidia,Negative,Anyone notice the ratio between conferred buy vs reviews of the 3080 and 3090 cards? I am getting about 1 to 5. For every 1 card bought to 5 review that are going live! So sad that more people have prerecorded reviews than people have confirmed orders #3080 #3090 @nvidia @Newegg
6102,FIFA,Irrelevant,Super Eagles move up four places in February FIFA rankings best9jamusic.com.ng/sports/super-e… https://t.co/eZcjdiZVje
4359,CS-GO,Irrelevant,"tHIS IS ACTUALLY A GOOD MOVE TOT BRING MORE VIEWERS.

I was one of those people who got hooked into csgo by watching tournaments first before playing the game. And seeing these players grew is like a netflix docu series for me. Can't wait for 2021."
11229,TomClancysRainbowSix,Neutral,"Solo Q and this freak is spinning as fast as he can to lower the FPS. 
I thought they took this bs out

@Rainbow6Game https://t.co/mlvHMu4qeZ"
1565,Battlefield,Irrelevant,"I SAW A TWEET ABOUT HOW IT'S A STORY TOLD OVER AND OVER CUZ THEY'RE MAD MEN DIED IN THE WAR AND IT DIDN'T HAVE BATTLEFIELD 1 TREATMENT, I CAN'T EVEN THINK OF ANOTHER WW1 MOVIE PPL WOULD EVEN KNOW"
8312,Microsoft,Negative,@Microsoft Why do I pay for WORD when it functions so poorly on my @SamsungUS Chromebook? 🙄
2802,Dota2,Positive,a bit late but I finally got master tier on my best hero redd.it/j4otzm #dota2 https://t.co/sJKembe0no
10679,RedDeadRedemption(RDR),Negative,"Don’t understand why they port this instead of GTAV on switch, it’ll look much better"
953,AssassinsCreed,Positive,Still my favourite Assassin's Creed games ❤️ pic.twitter.com/8JApw7WrUl
1908,CallOfDutyBlackopsColdWar,Neutral,"Seems like #Playstation has the marketing deal for #CallOfDutyBlackOpsColdWar 

Feels good to be treated well by Playstation 🙌"
7357,LeagueOfLegends,Positive,Bravo @riotgames always know how to get me hyped for the @LeagueOfLegends ranked season super excited💯
11565,TomClancysRainbowSix,Neutral,"When you're very bad and everything is panic, #Rainbow6 brings out my instinctual brain pic.twitter.com/5n8I9y3bIF"
1474,Battlefield,Negative,@EAHelp why is my EA account telling me it’s  invalid? Why won’t you let me play Star Wars Battlefront 2 or Battlefield V? Why haven’t you resolved this issue yet? Why do you not want me play EA games?
2547,Borderlands,Positive,I love u guys
12554,WorldOfCraft,Irrelevant,the us army is doing mythic key carries fuck me. just straight up dog this is depressing
8955,Nvidia,Neutral,Nvidia GeForce Now: Google Stadia rival suffers another blow news89.net/nvidia-geforce… https://t.co/9ijNjV7L4C
6496,Fortnite,Neutral,Dusty depot 😌😌
5265,Hearthstone,Neutral,Joe Buck is excited when  Hearthstone
2785,Borderlands,Negative,For more then 3 weeks now 2k uk hasnt drawn a winner for their borderlands 3 collector edition giveaway. I mean I think thats funny that companies can just do fake giveaways and not be called out on it. youtube.com/watch?v=-HUh50…
1792,CallOfDutyBlackopsColdWar,Irrelevant,bruuuhhh wtf is wrong with these gay ass pc players
3918,Cyberpunk2077,Neutral,GOD JUST LET ME CUSTOMIZE MY MASSIVE COCK SMH
8367,Microsoft,Positive,@satyanadella @Microsoft thanks for celebrating #Diversity. We need positive energy these days.
7048,johnson&johnson,Negative,"You mean the same Johnson & Johnson that suppressed reports of asbestos contamination in their talc products for decades??? Wonder how many died??? And Birx says; ""Randomized controlled studies show NO evidence of improved outcome with HCQ."" LIAR???
youtu.be/77TMszubRU4"
4373,CS-GO,Irrelevant,Congratulations to UC CS:GO A taking it 3-2 over NKU A in the runback last night to win their bracket! Amazing play from all members of the team
3488,Facebook,Neutral,"Congratulations to all nominees, including our leader Amy Hall, for their Award of Excellence nomination! 

The 37th Annual #AWMDFWGALA is going virtual on Facebook and YouTube Live this October 8th from 6-7PM to celebrate the fantastic work of our media community. pic.twitter.com/5WgCeXRPAy"
11687,Verizon,Negative,@verizon Can you waive some data overage charges? Been tough for folks out here.
9769,PlayStation5(PS5),Positive,I actually quite like the design of the ps5. It truly feels like the next generation of a console rather than just being a bulkier box with more power
1551,Battlefield,Irrelevant,"Really good in-depth video, highly recommend."
7848,MaddenNFL,Neutral,This was crazy disrespectful. The other QBs could see the field from the locker room
1967,CallOfDutyBlackopsColdWar,Negative,"The recent Warzone and Modern Warfare patch has leaked tons of Black Ops: Cold War details including singleplayer campaign description, editions, and potential release date.  

#CallofDuty #BlackOpsColdWar #ModernWarfare #Warzone bit.ly/3j6HYci"
1714,CallOfDutyBlackopsColdWar,Neutral,I know I trash BO1 multiplayer any chance I get but in all honesty I wouldn’t mind a Black Ops remaster. Nothing could ever be as worse as MW2019. Get to work on it...
13097,Xbox(Xseries),Negative,"YOOOOOOO The PS5 design looks so slick, it makes the Xbox Series X look like a boring PC Box. #PS5Reveal"
3068,Dota2,Negative,fuck my life 😆
4998,GrandTheftAuto(GTA),Negative,"BRO I JUST BOOTED UP GTA, WENT TO THE STORE, AND THAT BITCH STILL LOADING"
3526,Facebook,Neutral,"Our #HISAPerth #OBIawards ceremony is taking place this Friday 29 May. Celebrating the Outstanding, Best + Inspiring work staff + students within #PerthCollegeUHI have done this year. Streaming LIVE 12 noon Friday @HISAPerth Facebook page. 🏆
#TeamHISA #Awards #IWouldLikeToThank pic.twitter.com/rE3iY9T66p"
7516,LeagueOfLegends,Neutral,"♥️ Suikoden 2
1️⃣ Alex Kidd in Miracle World
😢 Persona 3
😂 Soul Calibur 2
🤬 League of Legends
⚠ Nier Automata"
1221,Battlefield,Negative,"@EAHelp I haven't been able to log on to Battlefield V on XBox One and a friend encountered the same issue. We just can't go in and data won't sync. However, BF1, NHL 20 and all other games I have appear to be fine though. Why is that?"
6687,Fortnite,Positive,Un-popular opinion Fortnite is kind of the best game i've ever played. I'ts almost like it was thought up by a person who lives alone.
4922,GrandTheftAuto(GTA),Irrelevant,(NA/PC) Come Vibe With Me. Messing Around In GTA !twitter twitch.tv/milzzz_ttd
2870,Dota2,Neutral,"my friends are playing dota 2 and i can't understand shit, but it's entertaining as hell"
